name_cn,name_en,card_number,domain_cn,domain_en,cost,type_cn,type_en,rarity_cn,rarity_en,description_cn,description_en,image_url_cn,image_url_en,match_score,confidence,temporary
"黑默丁格, 博学家","Heimerdinger, Inventor",OGN·111/298,blue,Mind,3,英雄单位,Champion Unit,稀有,Rare,我拥有场上其他友方传奇、单位、装备卡牌的所有{{横置}}技能。,"I have all {icon:exhaust} abilities of all friendly legends, units, and gear.",https://cdn1.playloltcg.com/lol/card/20250731/eefccd1e05fc42659861fabe58f655c3.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/5b14a5f9d567c90329c151a8cc72d870b47b1434-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
"卡莎, 蜕变者","Kai'Sa, Evolutionary",OGN·112/298,blue,Mind,6,英雄单位,Champion Unit,稀有,Rare,"{{游走}}（我可以向其他战场进行移动。）
当我征服一处战场时，你可以选择从废牌堆中打出一张法力费用低于你当前分数的法术牌，无需支付其法力费用，然后将其回收（仍需支付所有符能费用）。","[Ganking] (I can move from battlefield to battlefield.)When I conquer, you may play a spell from your trash with Energy cost less than your points without paying its Energy cost. Then recycle it. (You must still pay its Power cost.)",https://cdn1.playloltcg.com/lol/card/20250731/7a8443201d3a4cf0931a09ec61feec5b.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fc4ee60eaedd5c56a9222fd07482b6a86b11baa4-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
"卡莎, 蜕变者","Kai'Sa, Evolutionary",OGN·112a/298,blue,Mind,6,英雄单位,Champion Unit,异画,Showcase,"{{游走}}（我可以向其他战场进行移动。）
当我征服一处战场时，你可以选择从废牌堆中打出一张法力费用低于你当前分数的法术牌，无需支付其法力费用，然后将其回收（仍需支付所有符能费用）。","[Ganking] (I can move from battlefield to battlefield.)When I conquer, you may play a spell from your trash with Energy cost less than your points without paying its Energy cost. Then recycle it. (You must still pay its Power cost.)",https://cdn1.playloltcg.com/lol/card/20250731/91cceacdf5454aaeba9f6e90a2fbfb54.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2c8c9619d4afd081de548b511000f7c4b849ec1e-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
"玛尔扎哈, 狂热信徒","Malzahar, Fanatic",OGN·113/298,blue,Mind,4,英雄单位,Champion Unit,稀有,Rare,摧毁一个友方单位或装备，{{横置}}：{{迅捷}}-{{获得}}{{A}}{{A}}，用以支付符能费用。（可在你的回合或法术对决中打出。获得费用资源的技能无法成为其他法术的反应目标。）,"Kill a friendly unit or gear, {icon:exhaust}: [Action] — [Add] {icon:rainbow}{icon:rainbow}. (Use on your turn or in showdowns. Abilities that add resources can't be reacted to.)",https://cdn1.playloltcg.com/lol/card/20250731/233dc8308e3841249e91fe0857280826.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ba1fa3a18b1c2ff132ad536577e53deb49bce1f9-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
进化日,Progress Day,OGN·114/298,blue,Mind,6,法术,Spell,稀有,Rare,抽四张牌。,Draw 4.,https://cdn1.playloltcg.com/lol/card/20250731/dbc9a6e094ac425ba1572a7309c17d27.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b15f479a8f29e31b6e4c06cf2d7c8cb8630073ef-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
光明未来,Promising Future,OGN·115/298,blue,Mind,5,法术,Spell,稀有,Rare,"每名玩家可以查看主牌堆顶部的五张牌，从中选择一张，然后回收其余的卡牌。从下一名玩家开始，每名玩家打出这些卡牌，并无视其法力费用（仍需支付所有符能费用）。
[以下为勘误修正]
每名玩家查看其主牌堆顶部的五张牌，放逐其中一张，然后回收其余的卡牌。从下一名玩家开始，每名玩家打出这些被放逐的卡牌，无视其法力费用。（仍需支付所有符能费用。）","Each player looks at the top 5 cards of their Main Deck, chooses one, then recycles the rest. Starting with the next player, each player plays those cards, ignoring Energy costs. (They must still pay Power costs.)",https://cdn1.playloltcg.com/lol/card/20250731/062aadedf7ed44d2aa9720979ed798df.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1ea5e7e50aaecee0b2ee2657d3c829dff0718fba-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
千尾监视者,Thousand-Tailed Watcher,OGN·116/298,blue,Mind,7,单位,Unit,稀有,Rare,"{{急速}}（你可以选择额外支付{{1}}和{{蓝色}}，让我以活跃状态进场。）
当你打出我时，让所有敌方单位本回合内{{S}}-3，不得低于1{{S}}。","[Accelerate] (You may pay {icon:1}{icon:mind} as an additional cost to have me enter ready.)When you play me, give enemy units -3 {icon:might} this turn, to a minimum of 1 {icon:might}.",https://cdn1.playloltcg.com/lol/card/20250731/beffb3996ec94dbcbdef967ea48f7305.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b20e5644c33924a58e0497dd9f7db19723147003-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
"维克托, 创见先驱","Viktor, Innovator",OGN·117/298,blue,Mind,4,英雄单位,Champion Unit,稀有,Rare,每当你在对手的回合内打出一张卡牌时，额外打出一名1{{S}}的“随从”到你的基地。,"When you play a card on an opponent's turn, play a 1 {icon:might} Recruit unit token in your base.",https://cdn1.playloltcg.com/lol/card/20250731/f9170b1edd654f59a08ddb89349a224a.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/35be0b10f13611b4f5d828f2a79001036ab57ba1-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
"维克托, 创见先驱","Viktor, Innovator",OGN·117a/298,blue,Mind,4,英雄单位,Champion Unit,异画,Showcase,每当你在对手的回合内打出一张卡牌时，额外打出一名1{{S}}的“随从”到你的基地。,"When you play a card on an opponent's turn, play a 1 {icon:might} Recruit unit token in your base.",https://cdn1.playloltcg.com/lol/card/20250731/3ef2eac1532b41f1ade1c6bd3fa54fbf.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/12dfa6b38edc9b23f216c0a1828474f7506d49c0-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
残响之魂,Wraith Of Echoes,OGN·118/298,blue,Mind,6,单位,Unit,稀有,Rare,每回合首次：当你的友方单位被摧毁时，抽一张牌。,"The first time a friendly unit dies each turn, draw 1.",https://cdn1.playloltcg.com/lol/card/20250731/b5b23aa306594f3caca7f3935f78d78d.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/10785ab5267ca3ff2dea081d8d18ba47c3858517-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
"阿狸, 天真绮梦","Ahri, Inquisitive",OGN·119/298,blue,Mind,3,英雄单位,Champion Unit,史诗,Epic,当我进攻或防守时，让此处的一名敌方单位在本回合内{{S}}-2，不得低于1{{S}}。,"When I attack or defend, give an enemy unit here -2 {icon:might} this turn, to a minimum of 1 {icon:might}.",https://cdn1.playloltcg.com/lol/card/20250731/67873bc4c5fb48999beda9d5a03563a9.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cfa28e1abcac1db780d11e82985e13ee5978290d-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
"阿狸, 天真绮梦","Ahri, Inquisitive",OGN·119a/298,blue,Mind,3,英雄单位,Champion Unit,异画,Showcase,当我进攻或防守时，让此处的一名敌方单位在本回合内{{S}}-2，不得低于1{{S}}。,"When I attack or defend, give an enemy unit here -2 {icon:might} this turn, to a minimum of 1 {icon:might}.",https://cdn1.playloltcg.com/lol/card/20250731/15b60aa3e1534ec49ee4cc5217c9de1d.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7adc5aa8dba66bf918b8140699cb3a74f7b0efb5-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
洞察之印,Seal Of Insight,OGN·120/298,blue,Mind,0,装备,Gear,史诗,Epic,{{横置}}：{{反应}}—{{获得}}{{蓝色}}，用以支付符能费用。（获得费用资源的技能无法成为其他法术的反应目标。）,{icon:exhaust}: [Reaction] — [Add] {icon:mind}. (Abilities that add resources can't be reacted to.),https://cdn1.playloltcg.com/lol/card/20250731/cfd27fbe114b43a29fde10f2399af056.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9ee0dc0221f83d569e0f458374e40f7238f306c2-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
"提莫, 军事家","Teemo, Strategist",OGN·121/298,blue,Mind,2,英雄单位,Champion Unit,史诗,Epic,"{{待命}}（支付{{A}}正面朝下放置此牌，之后可支付{{0}}将其当作反应牌打出。）
当我防守一处战场、或从正面朝下的{{待命}}状态中打出时，展示你主牌堆顶部的五张牌，当中每有一张带有{{待命}}技能的卡牌，就对此处的一名敌方单位造成1点伤害，然后将展示的牌回收。
[以下为勘误修正]
{{待命}}（支付{{A}}正面朝下放置此牌，之后可支付{{0}}将其当作反应牌打出。）
当我防守时，选择一名此处的敌方单位，展示你主牌堆顶部的五张牌。当中每有一张带有{{待命}}技能的卡牌，便对该单位造成1点伤害，然后将展示的牌回收。","[Hidden] (Hide now for {icon:rainbow} to react with later for {icon:0}.)When I defend or I'm played from [Hidden], reveal the top 5 cards of your Main Deck. Deal 1 to an enemy unit here for each card with [Hidden], then recycle them.",https://cdn1.playloltcg.com/lol/card/20250731/902a1e2f9a0c4b2d86146da776c58cfd.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b05f31bf744972983f61a9f5801b4ffd68fb9ebf-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
"提莫, 军事家","Teemo, Strategist",OGN·121a/298,blue,Mind,2,英雄单位,Champion Unit,异画,Showcase,"{{待命}}（支付{{A}}正面朝下放置此牌，之后可支付{{0}}将其当作反应牌打出。）
当我防守一处战场、或从正面朝下的{{待命}}状态中打出时，展示你主牌堆顶部的五张牌，当中每有一张带有{{待命}}技能的卡牌，就对此处的一名敌方单位造成1点伤害，然后将展示的牌回收。
[以下为勘误修正]
{{待命}}（支付{{A}}正面朝下放置此牌，之后可支付{{0}}将其当作反应牌打出。）
当我防守时，选择一名此处的敌方单位，展示你主牌堆顶部的五张牌。当中每有一张带有{{待命}}技能的卡牌，便对该单位造成1点伤害，然后将展示的牌回收。","[Hidden] (Hide now for {icon:rainbow} to react with later for {icon:0}.)When I defend or I'm played from [Hidden], reveal the top 5 cards of your Main Deck. Deal 1 to an enemy unit here for each card with [Hidden], then recycle them.",https://cdn1.playloltcg.com/lol/card/20250731/d22263b7fa3a4134b170dc2a9f8a7b67.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0709ab02b75d9acc8f3c4037ec3a4140323150d8-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
时间扭曲,Time Warp,OGN·122/298,blue,Mind,10,法术,Spell,史诗,Epic,在当前回合结束后，再进行一个回合，然后放逐此牌。,Take a turn after this one. Banish this.,https://cdn1.playloltcg.com/lol/card/20250731/3ac2bb3378fc4eb1975189bb33ebef48.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b97bbcf3cf6cb6e5f4baaa1bfbb85dc860eb950b-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
过载能量,Unchecked Power,OGN·123/298,blue,Mind,7,法术,Spell,史诗,Epic,让所有友方单位变为休眠状态，然后对所有战场上的单位各造成12点伤害。,"Exhaust all friendly units, then deal 12 to ALL units at battlefields.",https://cdn1.playloltcg.com/lol/card/20250731/571b869e8dc0470cb3994427002bffc5.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c44cd1f6f41144c770ac79f10e5ae75f0c6d6435-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
竞技场酒吧,Arena Bar,OGN·124/298,orange,Body,3,装备,Gear,普通,Common,{{横置}}：给予一名休眠的友方单位增益。（如果该单位未拥有增益，则获得一个{{S}}+1增益。）,"{icon:exhaust}: Buff an exhausted friendly unit. (If it doesn't have a buff, it gets a +1 {icon:might} buff.)",https://cdn1.playloltcg.com/lol/card/20250731/c5270193513b469590bc24fd4ed940c3.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/519306d1d4a36f2d54fe0982268a197a257f5e5d-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
比尔吉沃特恶霸,Bilgewater Bully,OGN·125/298,orange,Body,6,单位,Unit,普通,Common,如果我拥有增益，则我获得{{游走}}。（我可以向其他战场进行移动。）,"While I'm buffed, I have [Ganking]. (I can move from battlefield to battlefield.)",https://cdn1.playloltcg.com/lol/card/20250731/f1bfe3b423b84060b668fb6b36a62520.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/474f66ffa1ecebd9e0341d644cb82a3b8135eece-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
摧破符文,Body Rune,OGN·126/298,orange,Body,,符文,Basic Rune,普通,Common,,,https://cdn1.playloltcg.com/lol/card/20250731/30cf2191dc694075a3503dceb690c503.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3b3c3c07626d6180457c849047e0228dc0d19539-744x1039.png?auto=format&fit=fill&q=80&w=437,35,low,NO
摧破符文,Body Rune,OGN·126a/298,orange,Body,,符文,Basic Rune,异画,Showcase,,,https://cdn1.playloltcg.com/lol/card/20250731/edbabbd685cc403ea8b67aa014d738d4.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/011081f82cab36f8ec0d6874492512fd7859f59e-1488x2078.png?auto=format&fit=fill&q=80&w=437,35,low,NO
加农炮幕,Cannon Barrage,OGN·127/298,orange,Body,2,法术,Spell,普通,Common,"{{反应}}（可在任意时机打出，甚至先于其他法术和技能的结算。）
对战斗中的所有敌方单位各造成2点伤害。","[Reaction] (Play any time, even before spells and abilities resolve.)Deal 2 to all enemy units in combat.",https://cdn1.playloltcg.com/lol/card/20250731/91abacfdfbde41ef8cee18fa3f465c4c.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/07ef531829e5c6084a8d31044ebd783a9266f59e-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
决斗,Challenge,OGN·128/298,orange,Body,2,法术,Spell,普通,Common,"{{迅捷}}（可在你的回合或法术对决中打出。）
选择任意一名友方和一名敌方单位，让这两名单位相互以自身战力给对方造成伤害。",[Action] (Play on your turn or in showdowns.)Choose a friendly unit and an enemy unit. They deal damage equal to their Mights to each other.,https://cdn1.playloltcg.com/lol/card/20250731/5d4a6c57cfff4af99d6af7fc038259f3.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f5c1aeaee373c481b7ea2a638cd6f9e815ac105d-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
迎敌号令,Confront,OGN·129/298,orange,Body,2,法术,Spell,普通,Common,"{{迅捷}}（可在你的回合或法术对决中打出。）
在本回合内，你打出的所有单位以活跃状态进场。抽一张牌。",[Action] (Play on your turn or in showdowns.)Units you play this turn enter ready. Draw 1.,https://cdn1.playloltcg.com/lol/card/20250731/273bd7f89ba74ed6af662a0b91581e4c.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/691a38a7c344fdb5ee86e34d41321d99754286a7-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
神射海盗,Crackshot Corsair,OGN·130/298,orange,Body,3,单位,Unit,普通,Common,当我进攻时，对此处的一名敌方单位造成1点伤害。,"When I attack, deal 1 to an enemy unit here.",https://cdn1.playloltcg.com/lol/card/20250731/35e199ed3bb34d32a17326c888a06179.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9106ab084e02d7a489cb351e98112e5833b0bb11-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
沙丘亚龙,Dune Drake,OGN·131/298,orange,Body,5,单位,Unit,普通,Common,"当我进攻时，如果此处有处于活跃状态的敌方单位，则让我{{S}}+2。
[以下为勘误修正]
当我进攻时，如果此处有处于活跃状态的敌方单位，则让我在本回合内{{S}}+2。","When I attack, give me +2 {icon:might} if there is a ready enemy unit here.",https://cdn1.playloltcg.com/lol/card/20250731/ab8f9eccf21842b393cf8c4fff14b4bd.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ba18bf4a5fa9777a0cb5ae69cc7e6f049bbceaa0-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
大副,First Mate,OGN·132/298,orange,Body,3,单位,Unit,普通,Common,当你打出我时，让另一名单位变为活跃状态。,"When you play me, ready another unit.",https://cdn1.playloltcg.com/lol/card/20250731/c5a714c4b4534fc585294f12e3e5ebbc.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/85e2b436ea482d53563cc5fa955f2a867ee6c32f-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
剑刃飓风,Flurry Of Blades,OGN·133/298,orange,Body,1,法术,Spell,普通,Common,"{{反应}}（可在任意时机打出，甚至先于其他法术和技能的结算。）
对所有战场上的单位各造成1点伤害，不分敌我。","[Reaction] (Play any time, even before spells and abilities resolve.)Deal 1 to all units at battlefields.",https://cdn1.playloltcg.com/lol/card/20250731/995ad6d4fcc34dbc9e40d673033771af.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c72f872e7e71b55b2074c5be4f2d7a44fa6fafca-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
动员,Mobilize,OGN·134/298,orange,Body,2,法术,Spell,普通,Common,召出一枚休眠的符文。如果你无法达成，则抽一张牌。,"Channel 1 rune exhausted. If you can't, draw 1.",https://cdn1.playloltcg.com/lol/card/20250731/ee85cc4e97f7475892bb9e5a3cc742d0.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cb22153e84ce250192b8e6e75e7f4dc0b66a728c-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
